/app/Repos/pandas/bench/io_roundtrip.py,99,109,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any],/app/Repos/pandas/bench/serialize.py,76,85,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any]
/app/Repos/pandas/scripts/bench_join.py,85,93,do_left_join_multi,None,[a:Any;b:Any;av:Any;bv:Any],/app/Repos/pandas/scripts/bench_join.py,105,117,do_inner_join_multi,None,[a:Any;b:Any;av:Any;bv:Any]
/app/Repos/pandas/scripts/bench_join.py,93,105,do_outer_join_multi,None,[a:Any;b:Any;av:Any;bv:Any],/app/Repos/pandas/scripts/bench_join.py,105,117,do_inner_join_multi,None,[a:Any;b:Any;av:Any;bv:Any]
/app/Repos/pandas/pandas/compat/pickle_compat.py,112,125,load_newobj,None,[self:Any],/app/Repos/pandas/pandas/compat/pickle_compat.py,128,141,load_newobj_ex,None,[self:Any]
/app/Repos/pandas/pandas/core/missing.py,455,479,pad_1d,None,[values:Any;limit:Any;mask:Any;dtype:Any],/app/Repos/pandas/pandas/core/missing.py,479,504,backfill_1d,None,[values:Any;limit:Any;mask:Any;dtype:Any]
/app/Repos/pandas/pandas/tools/merge.py,579,610,get_result,None,[self:Any],/app/Repos/pandas/pandas/tools/merge.py,1033,1068,get_result,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,129,160,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,108,114,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,95,101,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,121,127,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,108,114,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,121,127,setup,None,[self:Any]
/app/Repos/pandas/pandas/types/concat.py,168,211,_concat_categorical,None,[to_concat:Any;axis:Any],/app/Repos/pandas/pandas/types/concat.py,185,197,_concat_asobject,None,[to_concat:Any]
/app/Repos/pandas/asv_bench/benchmarks/join_merge.py,129,160,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,121,127,setup,None,[self:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,102,110,_And,None,[self:Any;t:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,372,380,_Or,None,[self:Any;t:Any]
/app/Repos/pandas/asv_bench/benchmarks/binary_ops.py,80,88,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/eval.py,44,57,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/groupby.py,235,254,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/groupby.py,277,284,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/groupby.py,261,268,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/groupby.py,277,284,setup,None,[self:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,161,172,_Bitand,None,[self:Any;t:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,372,380,_Or,None,[self:Any;t:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,172,183,_Bitor,None,[self:Any;t:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,372,380,_Or,None,[self:Any;t:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,345,353,_List,None,[self:Any;t:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,372,380,_Or,None,[self:Any;t:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/docscrape_sphinx.py,223,243,__str__,None,[self:Any;indent:Any;func_role:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/docscrape.py,388,406,__str__,None,[self:Any;func_role:Any]
/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,63,70,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,78,85,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,36,41,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,78,85,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,51,56,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,78,85,setup,None,[self:Any]
/app/Repos/pandas/pandas/compat/chainmap_impl.py,9,35,recursive_repr,None,[fillvalue:Any],/app/Repos/pandas/pandas/compat/chainmap_impl.py,12,32,decorating_function,None,[user_function:Any]
/app/Repos/pandas/pandas/core/nanops.py,763,782,make_nancomp,None,[op:Any],/app/Repos/pandas/pandas/core/nanops.py,764,779,f,None,[x:Any;y:Any]
/app/Repos/pandas/pandas/core/reshape.py,1061,1209,get_dummies,None,[data:Any;prefix:Any;prefix_sep:Any;dummy_na:Any;columns:Any;sparse:Any;drop_first:Any],/app/Repos/pandas/pandas/core/reshape.py,1166,1175,check_len,None,[item:Any;name:Any]
/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,95,101,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/reshape.py,42,47,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,108,114,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/reshape.py,42,47,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,63,70,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,93,100,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,121,127,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/reshape.py,42,47,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,78,85,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,93,100,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/stat_ops.py,134,140,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/reshape.py,42,47,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,36,41,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/series_methods.py,93,100,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/reshape.py,8,15,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/reshape.py,42,47,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/reshape.py,22,30,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/reshape.py,42,47,setup,None,[self:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/phantom_import.py,34,168,import_phantom_module,None,[xml_file:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/phantom_import.py,65,78,_get_bases,None,[node:Any;recurse:Any]
/app/Repos/pandas/pandas/compat/__init__.py,325,336,add_metaclass,None,[metaclass:Any],/app/Repos/pandas/pandas/compat/__init__.py,327,334,wrapper,None,[cls:Any]
/app/Repos/pandas/asv_bench/benchmarks/frame_methods.py,519,527,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/reindex.py,115,139,setup,None,[self:Any]
/app/Repos/pandas/scripts/groupby_sample.py,22,30,random_sample,None,[],/app/Repos/pandas/scripts/groupby_sample.py,30,38,random_sample_v2,None,[]
/app/Repos/pandas/pandas/core/window.py,525,562,_prep_window,None,[self:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,549,558,_pop_args,None,[win_type:Any;arg_names:Any;kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,658,676,_apply,None,[self:Any;func:Any;name:Any;window:Any;center:Any;check_minp:Any;how:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,665,673,f,None,[x:Any;name:Any;*args:Any]
/app/Repos/pandas/pandas/core/window.py,873,886,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,921,933,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,102,110,_And,None,[self:Any;t:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,172,183,_Bitor,None,[self:Any;t:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,161,172,_Bitand,None,[self:Any;t:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/compiler_unparse.py,172,183,_Bitor,None,[self:Any;t:Any]
/app/Repos/pandas/pandas/core/window.py,612,624,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1082,1088,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
